Datetime,Close,High,Low,Open,Volume
2025-04-08 04:00:00+00:00,769.75,772.2999877929688,768.0499877929688,770.7999877929688,566875
2025-04-08 04:15:00+00:00,766.0499877929688,771.5,765.25,769.9000244140625,494471
2025-04-08 04:30:00+00:00,764.1500244140625,766.5999755859375,762.4000244140625,766.2000122070312,467054
2025-04-08 04:45:00+00:00,766.2999877929688,766.2999877929688,762.0,764.2000122070312,484522
2025-04-08 05:00:00+00:00,761.0499877929688,766.6500244140625,759.75,766.3499755859375,914678
2025-04-08 05:15:00+00:00,763.2999877929688,764.9500122070312,759.75,761.0499877929688,579622
2025-04-08 05:30:00+00:00,767.2000122070312,768.9500122070312,763.4000244140625,763.4000244140625,382262
2025-04-08 05:45:00+00:00,765.2000122070312,767.75,763.3499755859375,767.0999755859375,251528
2025-04-08 06:00:00+00:00,763.3499755859375,766.75,763.2999877929688,765.3499755859375,240306
2025-04-08 06:15:00+00:00,764.2000122070312,765.4500122070312,763.4500122070312,763.4500122070312,66653
2025-04-08 06:30:00+00:00,768.5,768.5,764.0999755859375,764.4000244140625,394768
2025-04-08 06:45:00+00:00,768.9500122070312,769.5999755859375,767.0,768.5999755859375,307065
2025-04-08 07:00:00+00:00,772.8499755859375,772.9500122070312,768.3499755859375,769.0,517879
2025-04-08 07:15:00+00:00,772.9000244140625,774.0,772.4000244140625,772.8499755859375,372760
2025-04-08 07:30:00+00:00,773.2999877929688,773.5,771.0499877929688,773.0999755859375,303781
2025-04-08 07:45:00+00:00,773.7000122070312,773.75,771.5,773.2999877929688,287792
2025-04-08 08:00:00+00:00,770.1500244140625,774.0,769.1500244140625,773.7000122070312,380250
2025-04-08 08:15:00+00:00,768.4000244140625,770.5,765.2000122070312,770.0999755859375,561616
2025-04-08 08:30:00+00:00,769.0499877929688,770.6500244140625,766.75,768.4000244140625,389768
2025-04-08 08:45:00+00:00,770.7999877929688,771.4000244140625,769.0999755859375,769.4500122070312,441112
2025-04-08 09:00:00+00:00,768.5,770.8499755859375,767.5,770.7999877929688,520840
2025-04-08 09:15:00+00:00,768.25,769.2999877929688,766.25,768.5499877929688,689225
2025-04-08 09:30:00+00:00,768.5499877929688,769.8499755859375,767.2000122070312,768.2000122070312,1200231
2025-04-08 09:45:00+00:00,770.0,770.0,767.7999877929688,768.5499877929688,910223
2025-04-09 03:45:00+00:00,763.0499877929688,767.8499755859375,762.5,765.8499755859375,247707
2025-04-09 04:00:00+00:00,763.6500244140625,764.25,759.7000122070312,762.8499755859375,395528
2025-04-09 04:15:00+00:00,759.9500122070312,764.0,759.9500122070312,763.5499877929688,253927
2025-04-09 04:30:00+00:00,757.2000122070312,763.9000244140625,756.7999877929688,759.9500122070312,450897
2025-04-09 04:45:00+00:00,758.5,760.5,756.5999755859375,757.0,213109
2025-04-09 05:00:00+00:00,756.0499877929688,758.5499877929688,755.4500122070312,758.5,131525
